INSTNM,INSTURL,SAT_AVG,ADM_RATE,ACT_MEDIAN,GRAD_DEBT_MDN,UGDS,PCTPELL,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,C200_4,COSTT4_A,CITY,STABBR,IS_PUBLIC,IS_CITY
National Park College,www.np.edu/,NA,NA,NA,10500,1706,0.4679,0.7978,0.1084,0.0651,0.0135,0.0094,0.0041,0,0,0.0018,NA,17994,Hot Springs,AR,1,1
University of Arkansas Community College-Batesville,www.uaccb.edu/,NA,NA,NA,10250,788,0.4494,0.7855,0.0266,0.0926,0.0051,0.0102,0.0013,0.0698,0.0089,0,NA,16591,Batesville,AR,1,0
Harding University,www.harding.edu/,1187,1,NA,26500,3323,0.1922,0.7969,0.0503,0.0445,0.0135,0.0048,9e-4,0.037,0.0518,3e-4,0.6808,36385,Searcy,AR,0,0
Henderson State University,https://www.hsu.edu/,NA,0.8192,NA,19500,1491,0.477,0.5889,0.2696,0.0698,0.0107,0.0087,0.002,0.0215,0.0268,0.002,0.3839,25946,Arkadelphia,AR,1,0
Hendrix College,https://www.hendrix.edu/,1336,0.5298,NA,26688,1094,0.2341,0.6956,0.0704,0.0905,0.0411,0.0082,0.0027,0.0475,0.0192,0.0247,0.734,52396,Conway,AR,0,1
Hot Springs Beauty College,hotspringsbeautycollege.com/,NA,NA,NA,9700,92,0.6462,0.663,0.1848,0.087,0,0,0,0.0652,0,0,NA,NA,Hot Springs,AR,0,1
Jefferson Regional School of Nursing,www.jrmc.org/,NA,NA,NA,12000,80,0.5826,0.6875,0.275,0.0375,0,0,0,0,0,0,NA,NA,Pine Bluff,AR,0,0
John Brown University,https://www.jbu.edu/,1222,0.6764,34,21250,1415,0.2138,0.6848,0.0113,0.1187,0.0177,0.012,0.0021,0.0608,0.0912,0.0014,0.7207,43260,Siloam Springs,AR,0,0
Career Academy of Hair Design,www.beautynwa.com/,NA,NA,NA,6365,244,0.6514,0.6107,0.0779,0.1926,0,0.0943,0.0041,0.0164,0,0.0041,NA,NA,Springdale,AR,0,1
Academy of Salon and Spa,www.academysalonspa.com/,NA,NA,NA,4833,81,0.6423,0.6667,0.0494,0.1605,0.0247,0.0617,0,0.0247,0,0.0123,NA,NA,Fort Smith,AR,0,1
Arkansas State University Mid-South,www.asumidsouth.edu/,NA,NA,NA,NA,435,0.3565,0.3264,0.5701,0.0414,0,0.0046,0,0.0391,0.0138,0.0046,NA,12556,West Memphis,AR,1,1
Arkansas Northeastern College,www.anc.edu/,NA,NA,NA,NA,787,0.2349,0.5654,0.3418,0.0648,0.0025,0.0025,0.0013,0.0038,0,0.0178,NA,12037,Blytheville,AR,1,0
New Tyler Barber College Inc,newtylerbarbercollege.edu/,NA,NA,NA,NA,58,0.7797,0.0345,0.9655,0,0,0,0,0,0,0,NA,NA,North Little Rock,AR,0,1
North Arkansas College,www.northark.edu/,NA,NA,NA,9000,1184,0.361,0.815,0.0169,0.0921,0.0051,0.0042,0.0017,0.0422,0.0068,0.016,NA,16367,Harrison,AR,1,0
Northwest Technical Institute,www.nwti.edu/,NA,NA,NA,NA,217,0.6219,0.5253,0.0092,0.3779,0.0138,0.023,0.0507,0,0,0,NA,16032,Springdale,AR,1,1
Ouachita Baptist University,obu.edu/,1212,0.6852,NA,21050,1612,0.226,0.8158,0.0577,0.0596,0.0081,0.0031,6e-4,0.0354,0.0199,0,0.6642,45132,Arkadelphia,AR,0,0
Arkansas State University Three Rivers,www.asutr.edu/,NA,NA,NA,10250,514,0.1392,0.6595,0.2451,0.0506,0.0039,0.0195,0.0039,0.0156,0.0019,0,NA,12748,Malvern,AR,1,0
Ozarka College,https://www.ozarka.edu/,NA,NA,NA,9818,564,0.469,0.9362,0.0142,0.0337,0.0018,0.0142,0,0,0,0,NA,11461,Melbourne,AR,1,0
University of the Ozarks,https://ozarks.edu/,1088,0.5814,NA,20875,753,0.3597,0.4329,0.0584,0.1514,0.0106,0.008,0.0066,0.0412,0.2749,0.0159,0.4928,35391,Clarksville,AR,0,0
University of Arkansas Community College-Morrilton,www.uaccm.edu/,1020,1,NA,10315,1538,0.4338,0.7139,0.0949,0.1242,0.0078,0.0013,0,0.0527,0.0013,0.0039,NA,17345,Morrilton,AR,1,0
Philander Smith University,https://www.philander.edu/,NA,NA,NA,24736,842,0.7139,0.0439,0.7922,0.0356,0.0012,0,0.0202,0.0119,0.0772,0.0178,0.3059,26729,Little Rock,AR,0,1
Phillips Community College of the University of Arkansas,www.pccua.edu/,NA,NA,NA,NA,595,0.359,0.4017,0.5496,0.0269,0.0017,0.0034,0,0.0151,0,0.0017,NA,11778,Helena,AR,1,0
Southeast Arkansas College,https://www.seark.edu/,NA,NA,NA,8600,748,0.6292,0.2393,0.5749,0.1537,0.0094,0.004,0.0013,0.0174,0,0,NA,15876,Pine Bluff,AR,1,0
University of Aesthetics & Cosmetology,https://www.pcec.edu/,NA,NA,NA,9833,34,0.7708,0.5882,0.2647,0.0588,0,0,0,0.0294,0,0.0588,NA,NA,El Dorado,AR,0,0
University of Arkansas-Pulaski Technical College,uaptc.edu/,NA,NA,NA,12080,3791,0.5312,0.3574,0.4136,0.1298,0.0153,0.0047,0.0011,0.0393,0.0145,0.0243,NA,21096,North Little Rock,AR,1,1
University of Arkansas Hope-Texarkana,www.uaht.edu/,NA,NA,NA,NA,697,0.3754,0.4821,0.3329,0.1205,0.0029,0.0072,0.0072,0.0359,0.0086,0.0029,NA,13787,Hope,AR,1,0
University of Arkansas Community College Rich Mountain,https://www.uarichmountain.edu/,NA,NA,NA,6500,475,0.38,0.7411,0.0147,0.1347,0.0126,0.0316,0.0042,0.0189,0.0421,0,NA,12933,Mena,AR,1,0
Paul Mitchell the School-Arkansas,https://paulmitchell.edu/arkansas/,NA,NA,NA,9833,107,0.3082,0.7196,0.0654,0.1495,0.0093,0.0467,0,0,0,0.0093,NA,NA,Fayetteville,AR,0,1
Searcy Beauty College,searcybeautycollege.com/,NA,NA,NA,12429,87,0.5096,0.8621,0.0805,0.0345,0,0.0115,0,0.0115,0,0,NA,NA,Searcy,AR,0,0
Shorter College,www.shortercollege.edu/,NA,NA,NA,29500,290,0.8255,0.1931,0.7552,0.0276,0.0034,0.0172,0,0,0,0.0034,NA,18713,N Little Rock,AR,0,1
Williams Baptist University,https://williamsbaptistuniversity.com/,1018,0.5888,NA,21820,490,0.4715,0.7469,0.1245,0.0327,0.0061,0.002,0.002,0.0224,0.0633,0,0.3254,32222,Walnut Ridge,AR,0,0
South Arkansas College,www.southark.edu/,NA,NA,NA,11153,879,0.4208,0.4869,0.3902,0.0717,0.0023,0.0023,0,0.0364,0.0068,0.0034,NA,12138,El Dorado,AR,1,0
Southern Arkansas University Main Campus,https://www.saumag.edu/,1050,0.6659,NA,18750,2865,0.446,0.623,0.2314,0.0565,0.0063,0.0073,0,0.0576,0.0147,0.0031,0.3864,24721,Magnolia,AR,1,0
Southern Arkansas University Tech,www.sautech.edu/,NA,NA,NA,6000,663,0.4051,0.5143,0.3861,0.0362,0.0015,0,0,0.0618,0,0,NA,16488,Camden,AR,1,0
Velvatex College of Beauty Culture,www.velvatexcollege.com/,NA,NA,NA,NA,12,0.5714,0,1,0,0,0,0,0,0,0,NA,NA,Little Rock,AR,0,1
University of Arkansas-Fort Smith,https://uafs.edu/,1050,0.8147,NA,18250,4133,0.3914,0.578,0.0387,0.1914,0.0486,0.0223,5e-4,0.1074,0.0131,0,0.2444,18052,Fort Smith,AR,1,1
Academy of Art University,www.academyart.edu/,NA,NA,NA,31000,4131,0.4176,0.2583,0.1169,0.1997,0.0649,0.0044,0.0053,0.0605,0.1467,0.1433,0.4052,47195,San Francisco,CA,0,1
College of Alameda,https://alameda.edu/,NA,NA,NA,NA,4274,0.0993,0.1685,0.1975,0.2782,0.2267,0.0028,0.0047,0.0739,0.0136,0.0342,NA,17578,Alameda,CA,1,1
Allan Hancock College,www.hancockcollege.edu/,NA,NA,NA,NA,7812,0.2327,0.1918,0.0188,0.7021,0.0301,0.0032,0.0055,0.0301,0.002,0.0164,NA,11544,Santa Maria,CA,1,1
American Academy of Dramatic Arts-Los Angeles,www.aada.edu/,NA,0.8968,NA,12000,169,0.2785,0.3491,0.1065,0.1243,0.0296,0,0,0.0828,0.3077,0,NA,55265,Los Angeles,CA,0,1
Berkeley School of Theology,www.bst.edu/,NA,0.6296,NA,NA,28,0,0.0357,0.25,0.4286,0.0357,0,0.0714,0,0.1786,0,NA,NA,Berkeley,CA,0,1
American Beauty College,https://www.americanbeautycollege.edu/,NA,NA,NA,5430,250,0.5763,0.112,0.08,0.744,0.04,0.008,0,0,0,0.016,NA,NA,West Covina,CA,0,1
American Career College-Los Angeles,https://americancareercollege.edu/,NA,NA,NA,9500,2066,0.5888,0.0639,0.1254,0.6326,0.121,0.0039,0.0097,0.0402,0,0.0034,NA,NA,Los Angeles,CA,0,1
American River College,https://www.arc.losrios.edu/,NA,NA,NA,9625,25758,0.1989,0.3615,0.0696,0.329,0.1117,0.0056,0.0086,0.0521,0.0017,0.0602,NA,12986,Sacramento,CA,1,1
Antelope Valley Community College District,www.avc.edu/,NA,NA,NA,12500,10905,0.4203,0.1295,0.1346,0.6481,0.0343,0.0022,0.0014,0.0375,0.0019,0.0105,NA,15158,Lancaster,CA,1,1
Art Center College of Design,www.artcenter.edu/,NA,0.7498,NA,31000,2054,0.245,0.0944,0.0151,0.1013,0.3043,0,0.0024,0.0394,0.443,0,0.8276,71652,Pasadena,CA,0,1
Associated Technical College-Los Angeles,www.atcla.edu/,NA,NA,NA,9500,159,0.6218,0.3019,0.3774,0.2201,0.0063,0,0,0.0566,0,0.0377,NA,NA,Los Angeles,CA,0,1
Associated Technical College-San Diego,www.atcsd.edu/,NA,NA,NA,9500,77,0.8939,0.1169,0.039,0.7532,0.013,0.013,0.0519,0.013,0,0,NA,NA,San Diego,CA,0,1
Azusa Pacific University,www.apu.edu/,1155,0.7948,NA,23219,2977,0.3465,0.2623,0.0665,0.3839,0.1407,0.004,0.0094,0.0527,0.0417,0.0386,0.7244,54735,Azusa,CA,0,1
Bakersfield College,https://www.bakersfieldcollege.edu/,NA,NA,NA,8312,16451,0.2876,0.2095,0.0551,0.6509,0.0381,0.0031,0.0011,0.034,0.0031,0.005,NA,13726,Bakersfield,CA,1,1
Barstow Community College,www.barstow.edu/,NA,NA,NA,3500,2585,0.4745,0.2139,0.1981,0.4476,0.0375,0.0062,0.0081,0.075,0.0015,0.012,NA,20871,Barstow,CA,1,0
Bellus Academy-Chula Vista,www.bellusacademy.edu/,NA,NA,NA,7917,379,0.6065,0.1029,0.0871,0.6438,0.0712,0.0026,0.0158,0.066,0.0053,0.0053,NA,NA,Chula Vista,CA,0,1
Bethesda University,www.buc.edu/,NA,NA,NA,9000,212,0.25,0.0849,0.184,0.1887,0.0283,0.0094,0.0094,0.0566,0.4292,0.0094,0.1525,11766,Anaheim,CA,0,1
Biola University,https://www.biola.edu/,1258,0.6008,NA,23875,3390,0.2601,0.4032,0.031,0.2363,0.1286,0.0012,0.0018,0.0858,0.0678,0.0442,0.7115,58430,La Mirada,CA,0,1
Brownson Technical School,https://brownson.edu/,NA,NA,NA,9500,284,0.7064,0.1549,0.0493,0.6972,0.0986,0,0,0,0,0,NA,NA,Anaheim,CA,0,1
Bryan University,bryanuniversity.edu/,NA,NA,NA,20000,2083,0.747,0.4258,0.2516,0.1119,0.0086,0.0115,0.0038,0.0855,0,0.1013,0.274,26688,Tempe,AZ,0,1
Butte College,www.butte.edu/,NA,NA,NA,10500,8384,0.3359,0.482,0.0225,0.3373,0.0553,0.016,0.0019,0.063,0.0107,0.0112,NA,13636,Oroville,CA,1,0
California Institute of Integral Studies,https://www.ciis.edu/,NA,NA,NA,18750,57,0.5402,0.4912,0.1579,0.1228,0.0351,0,0,0.1579,0,0.0351,NA,NA,San Francisco,CA,0,1
Cabrillo College,https://www.cabrillo.edu/,NA,NA,NA,14380,7404,0.224,0.3779,0.0089,0.5103,0.0266,0.0027,0.002,0.0552,0.0063,0.01,NA,23625,Aptos,CA,1,1
California Baptist University,www.calbaptist.edu/,NA,0.7357,NA,26063,7914,0.4096,0.3201,0.0625,0.423,0.0615,0.0048,0.0068,0.0576,0.0195,0.0441,0.5981,52408,Riverside,CA,0,1
California College of the Arts,www.cca.edu/,NA,0.734,NA,27000,1004,0.2474,0.2012,0.0349,0.1643,0.1584,0.003,0,0.0618,0.3406,0.0359,0.6833,78664,San Francisco,CA,0,1
California Institute of Technology,www.caltech.edu/,NA,0.0314,NA,NA,1023,0.1487,0.1994,0.0371,0.1896,0.3539,0.002,0,0.0899,0.1232,0.0049,0.9542,83598,Pasadena,CA,0,1
California Lutheran University,www.callutheran.edu/,1224,0.8888,NA,21669,2374,0.3016,0.3648,0.04,0.4132,0.0543,0.0013,0.0051,0.0653,0.0358,0.0202,0.7445,63768,Thousand Oaks,CA,0,1
California Polytechnic State University-San Luis Obispo,calpoly.edu/,NA,0.2975,NA,18500,21521,0.1832,0.4972,0.0069,0.2311,0.144,0.0011,0.0026,0.079,0.0086,0.0296,0.8661,29918,San Luis Obispo,CA,1,1
Alliant International University-San Diego,https://www.alliant.edu/,NA,0,NA,12878,355,0.0219,0.4169,0.062,0.369,0.0479,0.0085,0.0028,0.0085,0.031,0.0535,0.0909,NA,San Diego,CA,0,1
California State University-Bakersfield,www.csub.edu/,NA,0.8819,NA,16600,8183,0.612,0.1235,0.0422,0.6883,0.0692,0.0031,9e-4,0.0213,0.0145,0.0372,0.521,18815,Bakersfield,CA,1,1
California State University-Stanislaus,https://www.csustan.edu/,NA,0.9747,NA,13540,8564,0.5531,0.1732,0.0285,0.6297,0.0893,0.0021,0.0062,0.0253,0.0041,0.0416,0.627,18542,Turlock,CA,1,1
California State University-San Bernardino,www.csusb.edu/,NA,0.9825,NA,14715,15771,0.5713,0.0997,0.0524,0.7228,0.0607,0.0015,0.001,0.0252,0.0116,0.0249,0.6168,16910,San Bernardino,CA,1,1
California State Polytechnic University-Pomona,www.cpp.edu/,NA,0.737,NA,16000,24271,0.4603,0.1322,0.0245,0.5426,0.2224,0.001,0.0017,0.0385,0.0124,0.0246,0.7398,22672,Pomona,CA,1,1
California State University-Chico,www.csuchico.edu/,NA,0.9372,NA,16552,13057,0.4008,0.4205,0.0281,0.3842,0.0574,0.0044,0.0023,0.0575,0.0103,0.0352,0.6799,25590,Chico,CA,1,1
California State University-Dominguez Hills,https://www.csudh.edu/,NA,0.9132,NA,13807,12642,0.6104,0.0424,0.1199,0.7165,0.0672,6e-4,0.0021,0.0212,0.0079,0.0221,0.5695,15449,Carson,CA,1,1
California State University-Fresno,www.fresnostate.edu/,NA,0.9638,NA,14505,21070,0.5573,0.1503,0.0301,0.6228,0.118,0.0028,0.0012,0.0239,0.0243,0.0265,0.6141,18650,Fresno,CA,1,1
California State University-Fullerton,www.fullerton.edu/,NA,0.8674,NA,13750,36956,0.4714,0.144,0.0236,0.5432,0.2151,0.0011,0.0015,0.0364,0.0122,0.0229,0.7574,16767,Fullerton,CA,1,1
California State University-East Bay,https://www.csueastbay.edu/,NA,0.9681,NA,16544,10422,0.4357,0.1524,0.0923,0.4088,0.2206,0.0012,0.0101,0.0517,0.0232,0.0398,0.5306,22803,Hayward,CA,1,1
California State University-Long Beach,www.csulb.edu/,NA,0.4712,NA,14289,34131,0.4932,0.1485,0.0359,0.5127,0.2124,0.001,0.0023,0.0469,0.0214,0.019,0.7825,20310,Long Beach,CA,1,1
California State University-Los Angeles,https://www.calstatela.edu/,NA,0.9193,NA,13000,21478,0.6605,0.0406,0.0397,0.7716,0.1014,8e-4,6e-4,0.0146,0.0106,0.0203,0.5632,17153,Los Angeles,CA,1,1
California State University-Northridge,https://www.csun.edu/,NA,0.9315,NA,13872,32357,0.5599,0.1874,0.0526,0.572,0.089,8e-4,0.0015,0.0311,0.0313,0.0343,0.5951,20317,Northridge,CA,1,1
California State University-Sacramento,https://www.csus.edu/,NA,0.9362,NA,15000,27867,0.4863,0.2176,0.0664,0.3862,0.2087,0.0026,0.0099,0.0585,0.0153,0.0349,0.6258,22714,Sacramento,CA,1,1
University of California-Berkeley,www.berkeley.edu/,NA,0.1166,NA,13000,33073,0.2733,0.1952,0.0213,0.218,0.3524,0.0011,0.001,0.0622,0.1149,0.0339,0.9407,42708,Berkeley,CA,1,1
University of California-Davis,ucdavis.edu/,NA,0.4163,NA,13000,31777,0.3078,0.2054,0.0174,0.2457,0.3134,0.0011,0.0022,0.063,0.1308,0.0211,0.8824,38067,Davis,CA,1,1
University of California-Irvine,www.uci.edu/,NA,0.2557,NA,15000,29494,0.3729,0.1289,0.0191,0.2624,0.3863,0.0015,0.0011,0.0641,0.1189,0.0178,0.8477,36121,Irvine,CA,1,1
University of California-Los Angeles,www.ucla.edu/,NA,0.0873,NA,14000,33040,0.271,0.2511,0.033,0.2321,0.2989,0.0015,0.0016,0.0752,0.0769,0.0298,0.9285,36643,Los Angeles,CA,1,1
University of California-Riverside,www.ucr.edu/,NA,0.633,NA,17500,22644,0.4669,0.105,0.0341,0.4008,0.358,5e-4,0.0016,0.0474,0.0399,0.0127,0.7774,34975,Riverside,CA,1,1
University of California-San Diego,www.ucsd.edu/,NA,0.2452,NA,15500,33787,0.3289,0.1818,0.0179,0.2526,0.3432,8e-4,7e-4,0.0634,0.118,0.0216,0.9062,36325,La Jolla,CA,1,1
University of California-Santa Barbara,www.ucsb.edu/,NA,0.2778,NA,13993,23205,0.2799,0.3173,0.0203,0.2604,0.1867,0.0015,6e-4,0.0885,0.0977,0.027,0.8627,36776,Santa Barbara,CA,1,1
University of California-Santa Cruz,www.ucsc.edu/,NA,0.6254,NA,16666,17812,0.3175,0.3078,0.0195,0.285,0.2465,8e-4,0.0013,0.0851,0.031,0.023,0.7922,38649,Santa Cruz,CA,1,1
Sofia University,www.sofia.edu/,NA,NA,NA,NA,7,0.5,0.4286,0,0,0.2857,0.1429,0,0.1429,0,0,NA,NA,Palo Alto,CA,0,1
California Beauty School,www.calbeautycollege.edu/,NA,NA,NA,NA,73,0.3636,0.274,0,0.6575,0.0137,0.0137,0,0.0274,0,0.0137,NA,NA,Modesto,CA,0,1
Haven University,www.haven.edu/,NA,NA,NA,NA,22,NA,0,0.1364,0.0455,0.1364,0,0,0,0.6818,0,1,NA,Garden Grove,CA,0,1
California Hair Design Academy,https://chdaschools.com/,NA,NA,NA,6333,125,0.5068,0.344,0.08,0.376,0.056,0,0,0.144,0,0,NA,NA,La Mesa,CA,0,1
California Institute of the Arts,https://www.calarts.edu/,NA,0.2595,NA,25000,881,0.2213,0.3303,0.0465,0.151,0.0885,0.0023,0.0011,0.0749,0.2736,0.0318,0.7193,78425,Valencia,CA,0,1
California State University Maritime Academy,https://www.csum.edu/,NA,0.9873,NA,24965,761,0.2871,0.477,0.0315,0.2221,0.1025,0.0053,0.0092,0.0946,0.0039,0.053900000000000003,0.7045,27138,Vallejo,CA,1,1
Canada College,canadacollege.edu/,NA,NA,NA,NA,4878,0.1001,0.2474,0.0295,0.4301,0.1671,0.001,0.0139,0.0472,0.0314,0.0324,NA,9514,Redwood City,CA,1,1
College of the Canyons,www.canyons.edu/,NA,NA,NA,9612,15365,0.1663,0.2527,0.0527,0.5277,0.0903,0.0012,0.0033,0.0373,0.0075,0.0273,NA,10243,Santa Clarita,CA,1,1
Career Academy of Beauty,caofb.com/,NA,NA,NA,6333,207,0.5245,0.1836,0.0242,0.6425,0.1063,0.0145,0.0048,0.0145,0.0048,0.0048,NA,NA,Garden Grove,CA,0,1
Casa Loma College-Los Angeles,https://www.casalomacollege.edu/,NA,0.3641,NA,26791,581,0.5511,0.2306,0.0275,0.4785,0.0568,0,0.0034,0.0207,0,0.1824,NA,NA,Sherman Oaks,CA,0,1
CET-San Diego,https://www.cetweb.edu/,NA,NA,NA,7041,225,0.2914,0.1289,0.12,0.4089,0.3111,0.0044,0.0089,0.0133,0,0.0044,NA,NA,San Diego,CA,0,1
CET-San Jose,https://cetweb.edu/,NA,NA,NA,7041,175,0.3721,0.08,0.0114,0.8457,0.0343,0,0.0114,0.0171,0,0,NA,NA,San Jose,CA,0,1
CET-El Centro,https://cetweb.edu/,NA,NA,NA,7041,167,0.2776,0.006,0,0.988,0,0,0,0.006,0,0,NA,NA,El Centro,CA,0,1
CET-Colton,https://cetweb.edu/,NA,NA,NA,7041,191,0.527,0.089,0.0838,0.7749,0.0052,0,0.0105,0.0366,0,0,NA,NA,Colton,CA,0,1
CET-Watsonville,https://www.cetweb.edu/,NA,NA,NA,7041,149,0.23,0.0134,0.0067,0.9732,0,0,0.0067,0,0,0,NA,NA,Watsonville,CA,0,1
CET-Salinas,https://cetweb.edu/,NA,NA,NA,7041,187,0.3047,0.0053,0,0.9947,0,0,0,0,0,0,NA,NA,Salinas,CA,0,1
Cerritos College,www.cerritos.edu/,NA,NA,NA,8447,18710,0.35,0.0976,0.068,0.7027,0.0709,0.0021,0.0036,0.0239,0.002,0.0291,NA,8409,Norwalk,CA,1,1
Cerro Coso Community College,https://cerrocoso.edu/,NA,NA,NA,NA,3496,0.1409,0.3816,0.0675,0.4422,0.0412,0.0163,0.0034,0.042,3e-4,0.0054,NA,15161,Ridgecrest,CA,1,0
Chabot College,www.chabotcollege.edu/,NA,NA,NA,9500,10861,0.1782,0.1609,0.0863,0.4233,0.2199,0.0017,0.0144,0.0617,0.0063,0.0258,NA,12953,Hayward,CA,1,1
Chaffey College,https://www.chaffey.edu/,NA,NA,NA,NA,13568,0.2834,0.1408,0.0682,0.6267,0.0705,0.0022,0.0019,0.0337,0.0309,0.0251,NA,13553,Rancho Cucamonga,CA,1,1
Chapman University,https://www.chapman.edu/,1353,0.5561,36,20500,7629,0.1974,0.4822,0.0225,0.1861,0.1646,0.0013,0.0025,0.0886,0.0286,0.0235,0.8014,81327,Orange,CA,0,1
Charles R Drew University of Medicine and Science,www.cdrewu.edu/,NA,0.3878,NA,18750,233,0.313,0.0343,0.3433,0.206,0.0987,0,0,0.2833,0,0.0343,NA,33973,Los Angeles,CA,0,1
Concordia University-Irvine,www.cui.edu/,NA,0.5986,NA,24247,1456,0.2295,0.4519,0.0302,0.2878,0.103,0.0027,0.0041,0.0755,0.0391,0.0055,0.6856,56500,Irvine,CA,0,1
San Diego Christian College,sdcc.edu/,NA,0.6281,NA,24941,91,0.1605,0.3077,0.1099,0.3407,0.022,0.011,0.033,0.0549,0.022,0.0989,0.2794,40057,Santee,CA,0,1
Citrus College,https://www.citruscollege.edu/,NA,NA,NA,7851,8126,0.2898,0.1512,0.0352,0.6607,0.082,0.0021,0.0022,0.0338,0.0222,0.0106,NA,12412,Glendora,CA,1,1
Citrus Heights Beauty College,chbeautycollege.com/,NA,NA,NA,6333,110,0.3361,0.6818,0.0273,0.1636,0.0182,0,0.0182,0.0364,0.0273,0.0273,NA,NA,Citrus Heights,CA,0,1
City College of San Francisco,www.ccsf.edu/,NA,NA,NA,8218,16060,0.171,0.2089,0.0699,0.2767,0.3204,0.0029,0.0074,0.054,0.0182,0.0417,NA,17007,San Francisco,CA,1,1
Claremont McKenna College,www.cmc.edu/,1514,0.1112,NA,13500,1379,0.1948,0.3662,0.0508,0.1537,0.1566,0,0.0015,0.0819,0.1443,0.045,0.93,82127,Claremont,CA,0,1
Milan Institute-Visalia,www.milaninstitute.edu/,NA,NA,NA,8124,632,0.7356,0.144,0.0285,0.7484,0.0206,0.019,0.0016,0.0316,0,0.0063,NA,NA,Visalia,CA,0,1
Clovis Adult Education,clovisadult.cusd.com/,NA,NA,NA,NA,268,0.1134,0.0746,0.0709,0.6231,0.1978,0,0.0037,0.0149,0,0.0149,NA,NA,Clovis,CA,1,1
Coastline Community College,www.coastline.edu/,NA,NA,NA,8250,7007,0.1018,0.2722,0.1,0.3241,0.1985,0.0053,0.004,0.0392,0.0231,0.0335,NA,17984,Fountain Valley,CA,1,1
University of Silicon Valley,https://usv.edu/,NA,0.5131,NA,31000,377,0.4749,0.2679,0.0902,0.2626,0.1804,0.0106,0.0027,0.1114,0.0106,0.0637,0.4486,36361,San Jose,CA,0,1
Coba Academy,www.coba.edu/,NA,NA,NA,6333,100,0.4604,0.09,0.03,0.76,0.03,0.04,0.01,0.01,0,0.03,NA,NA,Anaheim,CA,0,1
Columbia College,https://www.gocolumbia.edu/,NA,NA,NA,NA,1917,0.22,0.6641,0.035,0.2457,0.0203,0.0162,0.0026,0.0047,5e-4,0.011,NA,19688,Sonora,CA,1,0
California College of ASU,https://www.columbiacollege.edu/,NA,NA,NA,25000,149,0.474,0.4094,0.1879,0.094,0.0872,0.0268,0.0067,0.047,0.0067,0.1342,0.5325,33732,Los Angeles,CA,0,1
Compton College,www.compton.edu/,NA,NA,NA,NA,2881,0.2712,0.0285,0.3457,0.5356,0.0219,0.0014,0.0042,0.033,0,0.0299,NA,17782,Compton,CA,1,1
Contra Costa College,https://www.contracosta.edu/,NA,NA,NA,NA,4805,0.2321,0.117,0.1496,0.4549,0.1704,0.0017,0.0056,0.0656,0.0181,0.0171,NA,14511,San Pablo,CA,1,1
Cosumnes River College,https://www.crc.losrios.edu/,NA,NA,NA,10722,13527,0.2521,0.2205,0.091,0.2935,0.2435,0.0035,0.0132,0.0601,0.0032,0.0715,NA,12005,Sacramento,CA,1,1
Crafton Hills College,www.craftonhills.edu/,NA,NA,NA,NA,5074,0.1461,0.2913,0.0404,0.5402,0.0642,0.0022,0.0014,0.0526,6e-4,0.0071,NA,18384,Yucaipa,CA,1,1
Cuesta College,https://www.cuesta.edu/,NA,NA,NA,13750,6879,0.1809,0.4961,0.0237,0.3535,0.0313,0.0047,0.0025,0.0669,0.0026,0.0188,NA,20561,San Luis Obispo,CA,1,0
Cuyamaca College,https://www.cuyamaca.edu/,NA,NA,NA,NA,6788,0.2378,0.5116,0.0365,0.3198,0.0446,0.005,0.0021,0.0423,0.0019,0.0361,NA,15940,El Cajon,CA,1,1
Cypress College,www.cypresscollege.edu/,NA,NA,NA,10000,12309,0.3215,0.1162,0.0375,0.548,0.212,0.0016,0.0036,0.0626,0.0076,0.011,NA,15752,Cypress,CA,1,1
De Anza College,https://www.deanza.edu/,NA,NA,NA,5625,14953,0.1799,0.1656,0.0273,0.2854,0.3809,0.0011,0.005,0.0526,0.0745,0.0077,NA,13167,Cupertino,CA,1,1
International School of Beauty Inc,https://btyschool.com/,NA,NA,NA,7083,173,0.518,0.3064,0.0347,0.6127,0.0231,0.0058,0,0.0116,0,0.0058,NA,NA,Palm Desert,CA,0,1
College of the Desert,www.collegeofthedesert.edu/,NA,NA,NA,NA,8900,0.3244,0.1394,0.0245,0.761,0.0285,0.0027,0.0012,0.0278,0.009,0.0058,NA,20053,Palm Desert,CA,1,1
Design Institute of San Diego,www.disd.edu/,NA,0.875,NA,36844,92,0.5484,0.5,0.1087,0.163,0.087,0,0.0217,0,0.0217,0.0978,0.5,42093,San Diego,CA,0,1
Diablo Valley College,https://www.dvc.edu/,NA,NA,NA,10021,14734,0.1673,0.2953,0.0582,0.3073,0.1822,0.0017,0.0052,0.0882,0.0431,0.0189,NA,14804,Pleasant Hill,CA,1,1
Dominican University of California,https://www.dominican.edu/,1194,0.9562,31,27000,1178,0.2958,0.2165,0.0628,0.3098,0.3022,0.0034,0.0076,0.0662,0.0255,0.0059,0.7738,68620,San Rafael,CA,0,1
East Los Angeles College,www.elac.edu/,NA,NA,NA,10500,24401,0.2227,0.1166,0.0636,0.6488,0.0616,0.002,0.0016,0.0098,0.0066,0.0895,NA,18645,Monterey Park,CA,1,1
